studyName,Sample Number,Species,Region,Island,Stage,Individual ID,Clutch Completion,Date Egg,Culmen Length (mm),Culmen Depth (mm),Flipper Length (mm),Body Mass (g),Sex,Delta 15 N (o/oo),Delta 13 C (o/oo),Comments
PAL0809,1,Gentoo penguin (Pygoscelis papua),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053718_76390,Yes,11/11/07,53.8,14.8,191.0,3959.0,MALE,,,Not enough blood for isotopes.
PAL0708,1,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053718_26170,Yes,11/11/07,57.3,15.2,185.0,2729.0,.,,,Not enough blood for isotopes.
PAL0708,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053718_76829,Yes,11/11/07,52.4,19.3,226.0,3860.0,.,,,Not enough blood for isotopes.
PAL0708,1,Gentoo penguin (Pygoscelis papua),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053718_49573,Yes,11/11/07,37.7,20.3,207.0,3998.0,MALE,,,Not enough blood for isotopes.
PAL0708,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053718_81987,Yes,11/11/07,36.9,17.4,191.0,3501.0,.,,,Not enough blood for isotopes.
PAL0809,1,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053718_78404,Yes,11/11/07,43.4,20.4,211.0,4047.0,FEMALE,,,Not enough blood for isotopes.
PAL0809,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053718_9601,Yes,11/11/07,34.0,18.4,179.0,5266.0,FEMALE,,,Not enough blood for isotopes.
PAL0910,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053718_24427,Yes,11/11/07,50.8,13.6,206.0,3565.0,MALE,,,Not enough blood for isotopes.
PAL0708,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053718_10201,Yes,11/11/07,49.4,16.5,195.0,5041.0,.,,,Not enough blood for isotopes.
PAL0809,1,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053718_16783,Yes,11/11/07,36.5,16.6,229.0,5598.0,FEMALE,,,Not enough blood for isotopes.
PAL0910,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053718_36190,Yes,11/11/07,44.6,16.5,224.0,2866.0,.,,,Not enough blood for isotopes.
PAL0809,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053718_17407,Yes,11/11/07,40.3,17.9,229.0,5420.0,.,,,Not enough blood for isotopes.
PAL0910,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053718_84464,Yes,11/11/07,47.1,15.7,172.0,5036.0,MALE,,,Not enough blood for isotopes.
PAL0910,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053718_28530,Yes,11/11/07,52.6,18.5,190.0,4160.0,FEMALE,,,Not enough blood for isotopes.
PAL0910,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053718_90327,Yes,11/11/07,49.6,20.5,191.0,4407.0,FEMALE,,,Not enough blood for isotopes.
PAL0809,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053718_59341,Yes,11/11/07,48.4,20.9,189.0,5732.0,MALE,,,Not enough blood for isotopes.
PAL0708,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053718_86831,Yes,11/11/07,37.6,20.4,201.0,3504.0,.,,,Not enough blood for isotopes.
PAL0809,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053718_20994,Yes,11/11/07,57.8,19.6,222.0,3633.0,MALE,,,Not enough blood for isotopes.
PAL0910,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053718_82084,Yes,11/11/07,58.2,17.8,210.0,2934.0,MALE,,,Not enough blood for isotopes.
PAL0809,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053718_22917,Yes,11/11/07,40.0,16.0,208.0,3848.0,FEMALE,,,Not enough blood for isotopes.
PAL0708,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053718_28600,Yes,11/11/07,49.3,15.3,222.0,4596.0,MALE,,,Not enough blood for isotopes.
PAL0910,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053719_81586,Yes,11/11/07,33.0,21.3,198.0,3664.0,MALE,,,Not enough blood for isotopes.
PAL0910,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053719_98466,Yes,11/11/07,43.2,20.0,179.0,5055.0,FEMALE,,,Not enough blood for isotopes.
PAL0809,1,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053719_76037,Yes,11/11/07,50.7,20.0,223.0,2704.0,MALE,,,Not enough blood for isotopes.
PAL0910,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053719_56362,Yes,11/11/07,41.8,19.8,174.0,4061.0,FEMALE,,,Not enough blood for isotopes.
PAL0809,1,Gentoo penguin (Pygoscelis papua),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053719_42575,Yes,11/11/07,48.6,16.6,178.0,2997.0,FEMALE,,,Not enough blood for isotopes.
PAL0708,1,Gentoo penguin (Pygoscelis papua),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053719_6759,Yes,11/11/07,34.3,16.5,190.0,3402.0,.,,,Not enough blood for isotopes.
PAL0910,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053719_1116,Yes,11/11/07,40.7,15.0,218.0,6272.0,.,,,Not enough blood for isotopes.
PAL0809,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053719_31229,Yes,11/11/07,37.1,16.9,185.0,5946.0,MALE,,,Not enough blood for isotopes.
PAL0809,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053719_18519,Yes,11/11/07,57.7,14.9,174.0,5930.0,.,,,Not enough blood for isotopes.
PAL0708,1,Gentoo penguin (Pygoscelis papua),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053719_37227,Yes,11/11/07,34.3,18.2,204.0,5737.0,FEMALE,,,Not enough blood for isotopes.
PAL0809,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053719_7035,Yes,11/11/07,53.6,14.4,176.0,5057.0,.,,,Not enough blood for isotopes.
PAL0809,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053719_1127,Yes,11/11/07,42.1,14.5,181.0,6162.0,FEMALE,,,Not enough blood for isotopes.
PAL0809,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053719_25318,Yes,11/11/07,56.5,18.3,204.0,4308.0,FEMALE,,,Not enough blood for isotopes.
PAL0809,1,Gentoo penguin (Pygoscelis papua),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053719_49062,Yes,11/11/07,54.9,18.2,209.0,3128.0,MALE,,,Not enough blood for isotopes.
PAL0708,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053719_80834,Yes,11/11/07,55.7,13.4,221.0,4811.0,MALE,,,Not enough blood for isotopes.
PAL0910,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053719_8865,Yes,11/11/07,37.6,19.0,220.0,3361.0,.,,,Not enough blood for isotopes.
PAL0910,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053719_62085,Yes,11/11/07,57.9,15.2,218.0,4573.0,MALE,,,Not enough blood for isotopes.
PAL0910,1,Gentoo penguin (Pygoscelis papua),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053719_28667,Yes,11/11/07,38.5,18.2,182.0,5636.0,.,,,Not enough blood for isotopes.
PAL0910,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053719_60261,Yes,11/11/07,47.0,20.4,204.0,2887.0,.,,,Not enough blood for isotopes.
PAL0708,1,Gentoo penguin (Pygoscelis papua),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053719_44894,Yes,11/11/07,32.1,20.7,224.0,3018.0,FEMALE,,,Not enough blood for isotopes.
PAL0708,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053719_56854,Yes,11/11/07,47.7,14.0,179.0,3828.0,FEMALE,,,Not enough blood for isotopes.
PAL0910,1,Gentoo penguin (Pygoscelis papua),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053719_57054,Yes,11/11/07,39.0,20.7,215.0,3949.0,.,,,Not enough blood for isotopes.
PAL0910,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053719_15136,Yes,11/11/07,44.6,14.9,209.0,2930.0,FEMALE,,,Not enough blood for isotopes.
PAL0910,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053719_29833,Yes,11/11/07,37.4,18.0,174.0,4412.0,MALE,,,Not enough blood for isotopes.
PAL0708,1,Gentoo penguin (Pygoscelis papua),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053719_35184,Yes,11/11/07,37.7,14.6,181.0,5287.0,FEMALE,,,Not enough blood for isotopes.
PAL0708,1,Gentoo penguin (Pygoscelis papua),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053719_46842,Yes,11/11/07,53.5,14.6,182.0,3238.0,FEMALE,,,Not enough blood for isotopes.
PAL0910,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053719_86469,Yes,11/11/07,35.1,19.2,178.0,5200.0,FEMALE,,,Not enough blood for isotopes.
PAL0910,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053719_64673,Yes,11/11/07,43.2,15.2,177.0,3639.0,FEMALE,,,Not enough blood for isotopes.
PAL0708,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053719_95031,Yes,11/11/07,49.9,18.7,212.0,3269.0,MALE,,,Not enough blood for isotopes.
PAL0809,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053719_56634,Yes,11/11/07,33.7,16.5,206.0,4461.0,.,,,Not enough blood for isotopes.
PAL0910,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053719_81618,Yes,11/11/07,55.2,16.3,212.0,4040.0,FEMALE,,,Not enough blood for isotopes.
PAL0708,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053719_73239,Yes,11/11/07,57.6,17.4,203.0,4023.0,MALE,,,Not enough blood for isotopes.
PAL0809,1,Gentoo penguin (Pygoscelis papua),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053719_40678,Yes,11/11/07,38.0,19.9,224.0,3734.0,FEMALE,,,Not enough blood for isotopes.
PAL0910,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053719_330,Yes,11/11/07,40.6,19.7,201.0,6011.0,.,,,Not enough blood for isotopes.
PAL0910,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053719_47207,Yes,11/11/07,40.1,19.1,199.0,4352.0,.,,,Not enough blood for isotopes.
PAL0910,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053719_76733,Yes,11/11/07,59.1,19.8,188.0,3529.0,FEMALE,,,Not enough blood for isotopes.
PAL0910,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053719_44176,Yes,11/11/07,38.0,18.9,229.0,3437.0,MALE,,,Not enough blood for isotopes.
PAL0809,1,Gentoo penguin (Pygoscelis papua),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053719_95224,Yes,11/11/07,45.9,17.0,206.0,5710.0,FEMALE,,,Not enough blood for isotopes.
PAL0809,1,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053719_45391,Yes,11/11/07,42.5,15.5,194.0,4392.0,MALE,,,Not enough blood for isotopes.
PAL0708,1,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053719_1656,Yes,11/11/07,51.9,19.3,194.0,3329.0,.,,,Not enough blood for isotopes.
PAL0809,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053719_76850,Yes,11/11/07,35.6,13.8,200.0,5243.0,.,,,Not enough blood for isotopes.
PAL0809,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053719_25441,Yes,11/11/07,55.7,16.6,192.0,4329.0,MALE,,,Not enough blood for isotopes.
PAL0708,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053719_99168,Yes,11/11/07,33.3,15.3,193.0,4559.0,FEMALE,,,Not enough blood for isotopes.
PAL0910,1,Gentoo penguin (Pygoscelis papua),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053719_90301,Yes,11/11/07,53.9,18.4,199.0,4124.0,FEMALE,,,Not enough blood for isotopes.
PAL0910,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053719_19282,Yes,11/11/07,43.5,15.4,198.0,4146.0,FEMALE,,,Not enough blood for isotopes.
PAL0910,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053719_7038,Yes,11/11/07,48.4,18.4,186.0,4906.0,FEMALE,,,Not enough blood for isotopes.
PAL0809,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053719_98400,Yes,11/11/07,47.0,20.7,216.0,6196.0,MALE,,,Not enough blood for isotopes.
PAL0708,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053719_46871,Yes,11/11/07,51.9,18.0,185.0,4745.0,FEMALE,,,Not enough blood for isotopes.
PAL0708,1,Gentoo penguin (Pygoscelis papua),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053719_50800,Yes,11/11/07,53.2,17.3,214.0,5078.0,.,,,Not enough blood for isotopes.
PAL0708,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053719_93020,Yes,11/11/07,36.7,18.7,190.0,3596.0,.,,,Not enough blood for isotopes.
PAL0809,1,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053719_1186,Yes,11/11/07,53.3,18.5,189.0,3079.0,MALE,,,Not enough blood for isotopes.
PAL0809,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053719_94127,Yes,11/11/07,46.9,17.2,193.0,4410.0,MALE,,,Not enough blood for isotopes.
PAL0708,1,Gentoo penguin (Pygoscelis papua),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053719_44877,Yes,11/11/07,53.5,16.8,193.0,3332.0,MALE,,,Not enough blood for isotopes.
PAL0708,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053719_31591,Yes,11/11/07,39.3,20.9,185.0,3909.0,FEMALE,,,Not enough blood for isotopes.
PAL0809,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053719_60615,Yes,11/11/07,43.3,18.2,208.0,4638.0,.,,,Not enough blood for isotopes.
PAL0809,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053719_16061,Yes,11/11/07,44.5,16.4,224.0,3910.0,FEMALE,,,Not enough blood for isotopes.
PAL0708,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053719_38680,Yes,11/11/07,42.3,14.2,201.0,6231.0,FEMALE,,,Not enough blood for isotopes.
PAL0910,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053719_45259,Yes,11/11/07,54.6,18.8,220.0,5157.0,.,,,Not enough blood for isotopes.
PAL0910,1,Gentoo penguin (Pygoscelis papua),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053719_80499,Yes,11/11/07,59.2,15.3,184.0,5128.0,.,,,Not enough blood for isotopes.
PAL0809,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053719_69323,Yes,11/11/07,44.8,14.9,201.0,4201.0,MALE,,,Not enough blood for isotopes.
PAL0809,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053719_41906,Yes,11/11/07,48.5,19.3,195.0,4756.0,MALE,,,Not enough blood for isotopes.
PAL0809,1,Gentoo penguin (Pygoscelis papua),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053719_40294,Yes,11/11/07,36.9,19.8,230.0,5801.0,.,,,Not enough blood for isotopes.
PAL0809,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053719_55969,Yes,11/11/07,39.9,15.3,231.0,3364.0,FEMALE,,,Not enough blood for isotopes.
PAL0910,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053719_57276,Yes,11/11/07,45.6,18.2,207.0,4135.0,MALE,,,Not enough blood for isotopes.
PAL0708,1,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053719_11997,Yes,11/11/07,55.2,16.1,227.0,3722.0,.,,,Not enough blood for isotopes.
PAL0809,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053719_74504,Yes,11/11/07,50.1,14.8,201.0,4351.0,FEMALE,,,Not enough blood for isotopes.
PAL0910,1,Gentoo penguin (Pygoscelis papua),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053719_97754,Yes,11/11/07,37.4,18.8,212.0,3854.0,FEMALE,,,Not enough blood for isotopes.
PAL0910,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053720_80333,Yes,11/11/07,51.6,20.1,194.0,3761.0,.,,,Not enough blood for isotopes.
PAL0809,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053720_47774,Yes,11/11/07,45.4,15.2,214.0,5180.0,MALE,,,Not enough blood for isotopes.
PAL0708,1,Gentoo penguin (Pygoscelis papua),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053720_31579,Yes,11/11/07,40.2,18.5,190.0,4750.0,FEMALE,,,Not enough blood for isotopes.
PAL0708,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053720_87228,Yes,11/11/07,42.4,13.8,179.0,4847.0,.,,,Not enough blood for isotopes.
PAL0708,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053720_26289,Yes,11/11/07,37.3,15.3,191.0,3268.0,.,,,Not enough blood for isotopes.
PAL0910,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053720_32974,Yes,11/11/07,50.6,20.2,185.0,2848.0,MALE,,,Not enough blood for isotopes.
PAL0708,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053720_56917,Yes,11/11/07,51.5,13.7,227.0,4306.0,FEMALE,,,Not enough blood for isotopes.
PAL0910,1,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053720_40743,Yes,11/11/07,44.6,14.4,208.0,3858.0,FEMALE,,,Not enough blood for isotopes.
PAL0708,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053720_90797,Yes,11/11/07,41.9,19.7,213.0,3274.0,MALE,,,Not enough blood for isotopes.
PAL0910,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053720_24192,Yes,11/11/07,39.6,20.6,190.0,3471.0,MALE,,,Not enough blood for isotopes.
PAL0910,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053720_10560,Yes,11/11/07,46.4,21.2,183.0,3036.0,MALE,,,Not enough blood for isotopes.
PAL0809,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053720_60946,Yes,11/11/07,38.2,14.7,190.0,4352.0,.,,,Not enough blood for isotopes.
PAL0708,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053720_9646,Yes,11/11/07,50.7,15.5,194.0,5036.0,MALE,,,Not enough blood for isotopes.
PAL0708,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053720_41221,Yes,11/11/07,40.5,17.7,226.0,5275.0,FEMALE,,,Not enough blood for isotopes.
PAL0910,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053720_46359,Yes,11/11/07,44.0,16.5,212.0,3747.0,FEMALE,,,Not enough blood for isotopes.
PAL0809,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053720_97969,Yes,11/11/07,34.8,16.6,221.0,3836.0,.,,,Not enough blood for isotopes.
PAL0910,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053720_67377,Yes,11/11/07,38.5,16.8,223.0,4618.0,FEMALE,,,Not enough blood for isotopes.
PAL0910,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053720_87957,Yes,11/11/07,56.3,13.7,184.0,3208.0,MALE,,,Not enough blood for isotopes.
PAL0910,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053720_9338,Yes,11/11/07,48.6,21.3,224.0,5093.0,FEMALE,,,Not enough blood for isotopes.
PAL0910,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053720_84973,Yes,11/11/07,46.0,13.7,173.0,2892.0,.,,,Not enough blood for isotopes.
PAL0708,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053720_88483,Yes,11/11/07,53.8,13.4,172.0,5165.0,.,,,Not enough blood for isotopes.
PAL0809,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053720_52652,Yes,11/11/07,32.6,20.7,198.0,3645.0,.,,,Not enough blood for isotopes.
PAL0910,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053720_36007,Yes,11/11/07,49.6,16.5,190.0,5031.0,FEMALE,,,Not enough blood for isotopes.
PAL0910,1,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053720_46405,Yes,11/11/07,44.7,21.3,208.0,3954.0,FEMALE,,,Not enough blood for isotopes.
PAL0809,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053720_49667,Yes,11/11/07,54.1,13.3,180.0,2944.0,FEMALE,,,Not enough blood for isotopes.
PAL0809,1,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053720_63864,Yes,11/11/07,42.0,16.9,230.0,3256.0,FEMALE,,,Not enough blood for isotopes.
PAL0910,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053720_49998,Yes,11/11/07,39.1,16.8,196.0,3396.0,FEMALE,,,Not enough blood for isotopes.
PAL0708,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053720_8400,Yes,11/11/07,49.3,14.7,214.0,3624.0,MALE,,,Not enough blood for isotopes.
PAL0809,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053720_48521,Yes,11/11/07,32.8,15.2,229.0,3749.0,.,,,Not enough blood for isotopes.
PAL0910,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053720_14670,Yes,11/11/07,46.6,17.9,181.0,4217.0,FEMALE,,,Not enough blood for isotopes.
PAL0708,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053720_97231,Yes,11/11/07,56.2,15.6,172.0,4377.0,.,,,Not enough blood for isotopes.
PAL0809,1,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053720_54494,Yes,11/11/07,46.4,20.2,201.0,5770.0,.,,,Not enough blood for isotopes.
PAL0708,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053720_61209,Yes,11/11/07,58.1,13.7,190.0,5765.0,.,,,Not enough blood for isotopes.
PAL0708,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053720_51765,Yes,11/11/07,35.4,15.8,195.0,5574.0,.,,,Not enough blood for isotopes.
